2350-417X,0567-784X	Acta Neophilologica
1689-0035,0065-1400	Acta Neurobiologiae Experimentalis
0942-0940,0001-6268	Acta Neurochirurgica
2240-2993,0300-9009	Acta Neurologica Belgica
2422-4022,0120-8748	Acta neurológica colombiana
1600-0404,0001-6314	Acta Neurologica Scandinavica
1432-0533,0001-6322	Acta Neuropathologica
2051-5960,2051-5960	Acta Neuropathologica Communications
1601-5215,0924-2708	Acta Neuropsychiatrica
2084-4298,1730-7503	Acta Neuropsychologica
0375-9245	Acta Neurovegetativa
1474-0508,0962-4929	Acta Numerica
1600-0412,0001-6349	Acta Obstetricia Et Gynecologica Scandinavica
1869-1099,0253-505X	Acta Oceanologica Sinica
2027-7822	Acta Odontológica Colombiana
1502-3850,0001-6357	Acta Odontologica Scandinavica
2147-690X	Acta Odontologica Turcica
1146-609X	Acta Oecologica
1588-2659,0001-6373	Acta Oeconomica
0572-3043,0572-3043	Acta Oeconomica Pragensia
1651-226X,0284-186X	Acta Oncologica
2148-7669,0304-596X	Acta Oncologica Turcica
1755-3776,1755-375X	Acta Ophthalmologica
1600-0420,1395-3907	Acta Ophthalmologica Scandinavica
0253-2239	Acta Optica Sinica
1588-2667,0001-6446	Acta Orientalia
2424-6026,2424-6026	Acta Orientalia Vilnensia
1734-8471,0001-6454	Acta Ornithologica
1745-3682,1745-3674	Acta Orthopaedica
1017-995X	Acta Orthopaedica et Traumatologica Turcica
0001-6470	Acta Orthopaedica Scandinavica
1651-2251,0001-6489	Acta Oto-Laryngologica
2377-2484	Acta Oto-Laryngologica Case Reports
2173-5735	Acta Otorrinolaringologica (English Edition)
0001-6519	Acta Otorrinolaringológica Española
1392-5016,1392-5016	Acta Paedagogica Vilnensia
1651-2227,0803-5253	Acta Paediatrica
2082-0259,2082-0259	Acta Palaeobotanica
1732-2421,0567-7920	Acta Palaeontologica Polonica
1896-1851,1230-2821	Acta Parasitologica
0365-5555	Acta Pathologica Microbiologica Scandinavica
0365-4184	Acta Pathologica Microbiologica Scandinavica Section A Pathology
0304-131X	Acta Pathologica Microbiologica Scandinavica Section B Microbiology
0365-5563	Acta Pathologica Microbiologica Scandinavica Section B Microbiology and Immunology
0304-1328	Acta Pathologica Microbiologica Scandinavica Section C Immunology
0108-0164	Acta Pathologica Microbiologica Scandinavica Series A Pathology
0108-0180	Acta Pathologica Microbiologica Scandinavica Series B Microbiology
0108-0202	Acta Pathologica Microbiologica Scandinavica Series C Immunology
0103-2100	Acta Paulista de Enfermagem
0103-2100,0103-2100	Acta Paulista de Enfermagem
1982-0194	Acta Paulista de Enfermagem
2395-8235,0186-2391	Acta Pediátrica de México
2411-6270,2410-1400	Acta Pediátrica Hondureña
2064-0404	Acta Periodica Duellatorum
2406-095X,1450-7188	Acta periodica technologica
1846-9558,1330-0075	Acta Pharmaceutica
1307-2080	ACTA Pharmaceutica Sciencia
2211-3835	Acta Pharmaceutica Sinica B
0001-6683	Acta Pharmacologica et Toxicologica
1745-7254,1671-4083	Acta Pharmacologica Sinica
1004-4213	ACTA PHOTONICA SINICA
0001-6705	Acta Physica Academiae Scientiarum Hungaricae
1219-7580	Acta Physica Hungarica
1588-2682,1219-7580	Acta Physica Hungarica A) Heavy Ion Physics
1786-3767,1589-9535	Acta Physica Hungarica B) Quantum Electronics
1898-794X,0587-4246	Acta Physica Polonica A
1509-5770,0587-4254	Acta Physica Polonica B
2082-7865,1899-2358	Acta Physica Polonica B Proceedings Supplement
1004-423X	Acta Physica Sinica (Overseas Edition)
1336-040X,0323-0465	Acta Physica Slovaca Reviews and Tutorials
1872-1508	Acta Physico-Chimica Sinica
1861-1664,0137-5881	Acta Physiologiae Plantarum
1748-1716,1748-1708	Acta Physiologica
1588-2682,0231-424X	Acta Physiologica Hungarica
1365-201X,0001-6772	Acta Physiologica Scandinavica
0084-5914	Acta Phytogeographica Suecica
1588-2691,0238-1249	Acta Phytopathologica et Entomologica Hungarica
0529-1526	Acta Phytotaxonomica Sinica
2448-735X,0185-3082	Acta Poética
1741-1416,0001-6810	Acta Politica
0001-6829	Acta Poloniae Historica
1521-4044,0323-7648	Acta Polymerica
1000-3304	Acta Polymerica Sinica
1805-2363,1210-2709	Acta Polytechnica
2336-5382	Acta Polytechnica CTU Proceedings
1785-8860	Acta Polytechnica Hungarica
2183-5985,2183-5985	Acta Portuguesa de Nutrição
1689-0027,0065-1583	Acta Protozoologica
1600-0447,0001-690X	Acta Psychiatrica Scandinavica
0001-6918	Acta Psychologica
0439-755X	Acta Psychologica Sinica
2469-6676	Acta Psychopathologica
1600-0455,0284-1851	Acta Radiologica
0001-6926	Acta Radiologica
0567-8056	Acta Radiologica Diagnosis
0349-652X	Acta Radiologica Oncology
0348-5196	Acta Radiologica Oncology Radiation Physics Biology
2058-4601,2058-4601	Acta Radiologica Open
2047-9816,2047-9816	Acta Radiologica Short Reports
0567-8064	Acta Radiologica Therapy Physics Biology
1336-9253	Acta Regionalia et Environmentalica
2386-6861	Acta Reumatológica
0001-6934	Acta Rheumatologica Scandinavica
2526-169X,2526-169X	Acta Scientiae Biological Research
2317-8957,2317-8957	Acta Scientiae et Technicae
1807-8621,1679-9275	Acta Scientiarum Agronomy
1807-8672,1806-2636	Acta Scientiarum Animal Sciences
1807-863X,1679-9283	Acta Scientiarum Biological Sciences
2178-5201,2178-5198	Acta Scientiarum Education
1807-8648,1679-9291	Acta Scientiarum Health Sciences
1807-8656,1679-7361	Acta Scientiarum Human and Social Sciences
1983-4683,1983-4675	Acta Scientiarum Language and Culture
0001-6969	Acta Scientiarum Mathematicarum
2544-1760,1644-0633	ACTA SCIENTIARUM POLONORUM - Architectura Budownictwo
1644-0765	Acta Scientiarum Polonorum Formatio Circumiectus
1644-0692	Acta Scientiarum Polonorum Hortorum Cultus
2450-7997,1644-0722	Acta Scientiarum Polonorum Silvarum Colendarum Ratio et Industria Lignaria
1898-9594,1644-0730	Acta Scientiarum Polonorum Technologia Alimentaria
2300-6145,1644-0714	Acta Scientiarum Polonorum Zootechnica
1807-8664,1807-8664	Acta Scientiarum Technology
2521-506X,2521-5051	Acta Scientifica Malaysia
2367-5144	Acta Scientifica Naturalis
1993-1344,1000-9116	Acta Seismologica Sinica
2335-3953,2335-3112	Acta Silvae et Ligni
1787-064X,1787-064X	Acta Silvatica et Lignaria Hungarica
1007-6654	Acta Sinica Quantum Optica
2083-9480,0001-6977	Acta Societatis Botanicorum Poloniae
0001-6993,0001-6993	Acta Sociologica
0186-6028	Acta Sociológica
1846-0410,0001-7019	Acta Stomatologica Croatica
1820-1202,0352-5252	Acta stomatologica Naissi
2415-0487,1023-0564	Acta Structilia
2504-1665,2504-1657	Acta Structuralica
2064-5228,1789-6932	Acta Technica Jaurinensis
1338-5267,1335-2555	Acta Technologica Agriculturae
1339-4363	Acta Technologica Dubnicae
2309-9089,1015-8758	Acta Theologica
2190-3743,0001-7051	ACTA THERIOLOGICA
0001-706X	Acta Tropica
1848-6061,0353-4316	Acta Turistica
2007-9621,0188-6266	Acta Universitaria
1582-5329	Acta Universitatis Apulensis
2336-4297	Acta Universitatis Bohemiae Meridionalis
1583-7149	ACTA Universitatis Cibiniensis
2344-150X,2344-150X	Acta Universitatis Cibiniensis Series E Food Technology
2353-6063,1427-9711	Acta Universitatis Lodziensis Folia Geographica Physica
2353-4826,1508-1117	Acta Universitatis Lodziensis Folia Geographica Socio-Oeconomica
1427-9665	Acta Universitatis Lodziensis Folia Germanica
0208-6050	Acta Universitatis Lodziensis Folia Historica
2450-2782,0208-6069	Acta Universitatis Lodziensis Folia Iuridica
2450-0119,0208-6077	Acta Universitatis Lodziensis Folia Linguistica
2353-9623,1731-8025	Acta Universitatis Lodziensis Folia Linguistica Rossica
2353-1908,1505-9057	Acta Universitatis Lodziensis Folia Litteraria Polonica
1505-9065	Acta Universitatis Lodziensis Folia Litteraria Romanica
2353-7663,0208-6018	Acta Universitatis Lodziensis Folia oeconomica
1427-969X	Acta Universitatis Lodziensis Folia Psychologica
2353-4850,0208-600X	Acta Universitatis Lodziensis Folia Sociologica
0860-6587	Acta Universitatis Lodziensis Kształcenie Polonistyczne Cudzoziemców
1506-7254	Acta Universitatis Lodziensis Studia Indogermanica Lodziensia
1338-449X,1338-4430	Acta Universitatis Mattiae Belii series Environmental Management
0137-6616	Acta Universitatis Nicolai Copernici Archeologia
2392-1269,2080-0339	Acta Universitatis Nicolai Copernici Ekonomia
0208-5313	Acta Universitatis Nicolai Copernici Pedagogika
0208-533X	Acta Universitatis Nicolai Copernici Zabytkoznawstwo i Konserwatorstwo
0860-1232,1689-8966	Acta Universitatis Nicolai Copernici Zarządzanie
2068-2964	Acta Universitatis Sapientiae Agriculture and Environment
2066-7744	Acta Universitatis Sapientiae Alimentaria
2360-0047	Acta Universitatis Sapientiae Economics and Business
2343-8894	Acta Universitatis Sapientiae Economics and Business
2068-7583	Acta Universitatis Sapientiae European and Regional Studies
2066-7779	Acta Universitatis Sapientiae Film and Media Studies
2066-7760	Acta Universitatis Sapientiae Informatica
2066-7752	Acta Universitatis Sapientiae Mathematica
2068-2956	Acta Universitatis Sapientiae Philologica
2341-4022	Acta Urológica Portuguesa
1820-7448,0567-8315	Acta veterinaria
1981-5484	Acta Veterinaria Brasilica
1801-7576,0001-7213	Acta Veterinaria Brno
1588-2705,0236-6290	Acta Veterinaria Hungarica
1336-2305,0001-723X	Acta Virologica
1463-6395,0001-7272	Acta Zoologica
2064-2474,1217-8837	Acta Zoologica Academiae Scientiarum Hungaricae
1734-915X,0065-1710	Acta Zoologica Cracoviensia
1895-3123	Acta Zoologica Cracoviensia - Series A Vertebrata
1895-3131	Acta Zoologica Cracoviensia - Series B Invertebrata
1648-6919,1392-1657	Acta Zoologica Lituanica
0001-7310	Actas Dermo-Sifiliográficas
1578-2190	Actas Dermo-Sifiliográficas (English Edition)
2393-6304,1510-8139	Actas Odontológicas
0719-272X,0717-425X	Actas Teológicas
2173-5786	Actas Urológicas Españolas (English Edition)
1955-2564,0335-5322	Actes de la recherche en sciences sociales
2117-6809,1261-9078	Actes de la Société des historiens médiévistes de l enseignement supérieur public
2271-6424	Actes des congrès de la Société française Shakespeare
2105-0597	Actes des rencontres du CIRM
1881-6371,0914-5818	Actinomycetologica
2525-8923	ACTIO Docência em Ciências
1545-4517	Action Criticism and Theory for Music Education
2158-6098,0162-6620	Action in Teacher Education
1476-7341,1476-7333	Action Learning Research and Practice
1741-2617,1476-7503	Action Research
1563-5031,0882-7516	Active and Passive Electronic Components
1469-7874	Active Learning in Higher Education
1138-0322	Actividad Dietética
2510-2788,1802-9698	Activitas Nervosa Superior
1765-2723	Activites
1544-4368,0192-4788	Activities Adaptation & Aging
0124-5805,0124-5805	Activos
2383-4943	ACTS Theological Journal
2308-8877	Actual directions of scientific researches of the XXI century theory and practice
2312-4148,2312-413X	ACTUAL INFECTOLOGY
2410-0390,1993-047X	Actual Problems of Economics and Law
2312-2129	Actual Problems of Theory and History of Art
0365-7965	ACTUALIDAD MEDICA
2145-7166,0304-3584	Actualidades Biológicas
2215-3535,0258-6444	Actualidades en Psicología
1409-4703	Actualidades Investigativas en Educación
2389-8755,0120-1700	Actualidades Pedagógicas
2272-060X,2272-060X	Actualités en analyse transactionnelle
1760-611X,0001-7817	Actualités Odonto-Stomatologiques
0515-3700	Actualités Pharmaceutiques
1769-7344	Actualités Pharmaceutiques Hospitalières
2076-0825	Actuators
1969-6728,0994-4524	Actuel Marx
0360-1293	Acupuncture & Electro-Therapeutics Research
2211-7660	Acupuncture and Related Therapies
1759-9873,0964-5284	Acupuncture in Medicine
1748-295X,1748-2941	Acute Cardiac Care
2052-8817	Acute Medicine & Surgery
1366-0071	Acute Pain
1896-9461,1896-9461	Ad Americam
1570-8705	Ad Hoc Networks
1691-5771	Ad verba liberorum
1655-4434	ad Veritatem
2256-4322,1692-0279	AD-minister
1639-4798,1280-8571	Adansonia
1755-0645,1755-0637	Adaptation
1543-2777,0736-5829	Adapted Physical Activity Quarterly
1059-7123	Adaptive Behavior
2198-7335	Adaptive Human Behavior and Physiology
2076-944X	Adaptive Medicine
0974-7028	Adarsh Journal of Management Research
2549-9912,2503-2755	AdBispreneur
2327-0152	ADC Review / Journal of Antibody-drug Conjugates
2255-2863	ADCAIJ ADVANCES IN DISTRIBUTED COMPUTING AND ARTIFICIAL INTELLIGENCE JOURNAL
2254-2728	adComunica
2174-0992,2174-0992	adComunica revista científica de estrategias tendencias e innovación en comunicación
2149-1305,2148-7286	Addicta The Turkish Journal on Addictions
1360-0443,0965-2140	Addiction
1369-1600,1355-6215	Addiction Biology
2084-7688	Addiction Genetics
1058-6989	Addiction Research
1940-0640,1940-0632	Addiction Science & Clinical Practice
0306-4603	Addictive Behaviors
2352-8532	Addictive Behaviors Reports
1531-5754	Addictive Disorders & Their Treatment
2476-9479,0854-0594	ADDIN
2010-0329	Addition of -Alkylhydroxylamines to Enones
2060-0127	Addition of Alkyl Groups in C—C Bond Formation
2050-0335	Addition of Carbon Nucleophiles to Aldehydes
2050-0343	Addition of β-Oxo Esters
2050-0181	Addition Reaction to Vinyl-1-indoles
2060-0542	Addition Reactions
2020-0277	Addition to Carbonyls
2050-0300	Addition to Oxocarbenium Ions
2020-0455	Addition to β-Carbolines
2380-4491	Additional Conferences (Device Packaging HiTEC HiTEN & CICMT)
2020-0412	Additions to Aldimines and Ketimines
2020-0439	Additions to Special Imines
2214-8604	Additive Manufacturing
0306-3747	Additives for Polymers
0001-0898,0001-0898	ADE Bulletin
1944-558X,1944-5571	Adelphi series
2300-0783	Adeptus
0148-7639,0148-7639	ADFL Bulletin
2192-8681,1619-1919	adhäsion KLEBEN & DICHTEN
1866-6647,1866-6116	ADHD Attention Deficit and Hyperactivity Disorders
1065-8025	ADHD Report The
2195-6545,2192-2624	ADHESION ADHESIVES&SEALANTS
1229-9243	Adhesion and Interface
2455-8656,2249-1066	Adhyayan A Journal of Management Sciences
0214-4840	Adicciones
1313-3705	Adipobiology
2162-397X,2162-3945	Adipocyte
2149-2727	Adıyaman Üniversitesi Eğitim Bilimleri Dergisi
1308-7363,1308-7363	Adıyaman Üniversitesi Sosyal Bilimler Enstitüsü Dergisi
2114-0502	ADLFI Archéologie de la France - Informations
1848-7718	ADMET & DMPK
2358-0917,2177-6083	Administração Ensino e Pesquisa
2175-5787	Administração Pública e Gestão Social
2500-5227,0120-3754	Administración y Desarrollo
2449-9471	Administration
2309-3633	Administration
0001-8325	Administration
1552-3039,0095-3997	Administration & Society
1573-3289,0894-587X	Administration and Policy in Mental Health and Mental Health Services Research
0090-1180	Administration in Mental Health
1544-4376,0364-3107	Administration in Social Work
1726-1139	Administrative Consulting
2153-7615	Administrative Issues Journal Education Practice and Research
1930-3815,0001-8392	Administrative Science Quarterly
2076-3387	Administrative Sciences
1949-0461,1084-1806	Administrative Theory & Praxis
1302-6755	Adnan Menderes Üniversitesi Tıp Fakültesi/Journal Of Adnan Menderes University Medical Faculty
1304-7787	Adnan Menderes Üniversitesi Ziraat Fakültesi Dergisi
1969-6736,0751-7696	Adolescence
0932-8610	Adolescent and Pediatric Gynecology
1179-318X	Adolescent Health Medicine and Therapeutics
1547-3368	Adolescent Medicine Clinics
2210-6766	Adolescent Psychiatry
2363-8354,2363-8346	Adolescent Research Review
1740-469X,0308-5759	Adoption & Fostering
1544-452X,1092-6755	Adoption Quarterly
1889-7304	aDResearch ESIC International Journal of Communication Research
1572-8757,0929-5607	Adsorption
2048-4038,0263-6174	Adsorption Science & Technology
0001-8481	Adult Education
0741-7136	Adult Education Quarterly
2162-4070,1045-1595	Adult Learning
1524-6817	Adultspan Journal
2310-9343,2311-0163	Advance in Agriculture and Biology
2042-4876,2042-4868	Advance Journal of Food Science and Technology
2231-640X,0976-5603	ADVANCE RESEARCH JOURNAL OF CROP IMPROVEMENT
2231-6418,0976-5611	ADVANCE RESEARCH JOURNAL OF SOCIAL SCIENCE
2314-8667	Advanced Arab Academy of Audio-Vestibulogy Journal
2187-5219	Advanced Biomedical Engineering
2277-9175	Advanced Biomedical Research
2366-7478	Advanced Biosystems
2520-5951	Advanced Business and Finance
2520-596X	Advanced Calculation and Analysis
1065-7355	Advanced Cement Based Materials
0883-5551	Advanced Ceramic Materials
2326-5671	Advanced Chemical Engineering Research
2326-747X	Advanced Chemistry Letters
1568-5519,0924-3046	Advanced Composite Materials
2454-3934	Advanced Computational Intelligence An International Journal (ACII)
2194-0266	Advanced Computational Techniques in Electromagnetics
2229-6727,2229-726X	Advanced Computing An International Journal
2055-0316,2055-0308	Advanced Device Materials
0169-409X	Advanced Drug Delivery Reviews
2410-8286,2409-3351	Advanced Education
2330-1546	Advanced Electrochemistry
2119-0275	Advanced Electromagnetics
2199-160X	Advanced Electronic Materials
2315-456X,2251-3590	Advanced Emergency Medicine
1931-4485	Advanced Emergency Nursing Journal
2349-6231	Advanced Energy An International Journal
0365-1789	Advanced Energy Conversion
1614-6840,1614-6832	Advanced Energy Materials
2234-991X	Advanced Engineering Forum
1474-0346	Advanced Engineering Informatics
1527-2648,1438-1656	Advanced Engineering Materials
2090-9543,2090-9535	Advanced Engineering Technology and Application
2520-5978	Advanced Geosciences
2350-269X	Advanced Health Care Technologies
2192-2640	Advanced Healthcare Materials
2520-5986	Advanced Humanities and Social Sciences
2377-8350	Advanced in Food Technology and Nutritional Sciences - Open Journal
2456-7108	Advanced Journal of Graduate Research
2055-0359,2055-0340	Advanced Manufacturing Polymer & Composites Science
0884-2558	Advanced Manufacturing Processes
2398-6883	Advanced Material Science
1521-4095,0935-9648	Advanced Materials
2541-8513,2414-4606	Advanced Materials & Technologies
0898-2090	Advanced Materials and Manufacturing Processes
