2194-0266	Advanced Computational Techniques in Electromagnetics	ISPACS GmbH
2229-6727,2229-726X	Advanced Computing An International Journal	Academy and Industry Research Collaboration Center
2330-1546	Advanced Electrochemistry	American Scientific Publishers
2199-160X	Advanced Electronic Materials	Wiley (John Wiley & Sons)
2315-456X,2251-3590	Advanced Emergency Medicine	Universe Scientific Publishing Pte. Ltd.
2349-6231	Advanced Energy An International Journal	Academy and Industry Research Collaboration Center
0365-1789	Advanced Energy Conversion	Elsevier 
2234-991X	Advanced Engineering Forum	Trans Tech Publications
2090-9543,2090-9535	Advanced Engineering Technology and Application	Natural Sciences Publishing
2520-5978	Advanced Geosciences	Intellectual Consortium of Drug Discovery and Technology Development Incorporation
2520-5986	Advanced Humanities and Social Sciences	Intellectual Consortium of Drug Discovery and Technology Development Incorporation
2377-8350	Advanced in Food Technology and Nutritional Sciences - Open Journal	Openventio Publishers
2456-7108	Advanced Journal of Graduate Research	Advanced International Journals of Research (AIJR)
0884-2558	Advanced Manufacturing Processes	Informa UK (Taylor & Francis)
2398-6883	Advanced Material Science	Open Access Text
2541-8513,2414-4606	Advanced Materials & Technologies	Tambov State Technical University
0898-2090	Advanced Materials and Manufacturing Processes	Informa UK (Taylor & Francis)
1099-0712,1057-9257	Advanced Materials for Optics and Electronics	Wiley (John Wiley & Sons)
0976-397X,0976-3961	Advanced Materials Letters	VBRI Press AB
2002-441X,2002-4428	Advanced Materials Proceedings	VBRI Press AB
1662-8985	Advanced Materials Research	Trans Tech Publications
1662-8958	Advanced Materials Research	Trans Tech Publications
2365-709X	Advanced Materials Technologies	Wiley (John Wiley & Sons)
2394-5966	Advanced Medical Sciences An International Journal	Academy and Industry Research Collaboration Center
2455-2941	Advanced Nanoscience and Technology An International Journal	Academy and Industry Research Collaboration Center
2192-8584,2192-8576	Advanced Optical Technologies	Walter de Gruyter GmbH
2327-3941	Advanced Porous Materials	American Scientific Publishers
2573-0347	Advanced Practices in Nursing	OMICS Publishing Group
2472-6400	Advanced Research in Gastroenterology & Hepatology	Juniper Publishers
2543-8050	Advanced Research in Life Sciences	Walter de Gruyter GmbH
2330-0760	Advanced Science Focus	American Scientific Publishers
2394-7993	Advanced Studies in Artificial Intelligence	Pushpa Publishing House
1314-7684,2367-4806	Advanced Studies in Medical Sciences	"Hikari, Ltd."
2366-7486	Advanced Sustainable Systems	Wiley (John Wiley & Sons)
2379-1764	Advanced Techniques in Biology & Medicine	OMICS Publishing Group
2406-2979	Advanced technologies	Centre for Evaluation in Education and Science
2392-0327	Advanced Technologies in Mechanics	SIMP Redakcja Mechanik - Agencja Wydawnicza SIMP
2394-532X	Advanced Trends in Mathematics	SciPress Ltd.
2473-6724,2473-6708	Advances in Aerospace Science and Technology	"Scientific Research Publishing, Inc."
2287-528X	Advances in aircraft and spacecraft science	Techno-Press
2518-3680,2518-3729	Advances in Analysis	"Isaac Scientific Publishing Co., Ltd."
2163-1565,2163-1557	Advances in Analytical Chemistry	Hans Publishers
2163-2839	Advances in Analytical Chemistry of Scientific & Academic Publishing	Scientific and Academic Publishing
2314-7555,2356-6574	Advances in Anesthesiology	Hindawi Limited
2040-4719,2040-4700	Advances in Animal Biosciences	Cambridge University Press
2163-9361,2163-9353	Advances in Anthropology	"Scientific Research Publishing, Inc."
2325-7032	Advances in Applied Acoustics	"Science and Engineering Publishing, Co."
2305-1604	Advances in Applied Biomedicine	Hamad bin Khalifa University Press (HBKU Press)
2324-8009,2324-7991	Advances in Applied Mathematics	Hans Publishers
1314-7617,2367-5632	Advances in Applied Physics	"Hikari, Ltd."
2471-9692	Advances in Applied Physiology	Science Publishing Group
2349-2104,0974-3839	Advances in Applied Research	Diva Enterprises Private Limited
2227-1481,2227-1481	Advances in Astronomy and Space Physics	Taras Shevchenko National University of Kyiv
2415-6469,2415-6450	Advances in Astrophysics	"Isaac Scientific Publishing Co., Ltd."
2056-3868	Advances in Autism	Emerald (MCB UP )
2167-7670	Advances in Automobile Engineering	OMICS Publishing Group
0146-6402	Advances in Behaviour Research and Therapy	Elsevier 
2287-2094	Advances in Biomechanics and Applications	Techno-Press
2377-0376,2377-035X	Advances in Biomedical Science and Engineering	"Scientific Online Publishing, Co., Ltd."
2313-7479	Advances in Biomedicine and Pharmacy	International Scientific Publishers
2330-4154	Advances in Bioscience and Bioengineering	Science Publishing Group
2152-730X,2152-7296	Advances in Bioscience and Biotechnology	"Scientific Research Publishing, Inc."
2474-7637	Advances in Biotechnology & Microbiology	Juniper Publishers
1756-2201,1751-2549	Advances in Building Energy Research	Informa UK (Taylor & Francis)
2472-0429	Advances in Cancer Prevention	OMICS Publishing Group
2080-2218	Advances in Cell Biology	De Gruyter Open Sp. z o.o. 
2325-6885	Advances in Ceramic Science and Engineering	"Science and Engineering Publishing, Co."
2160-0406,2160-0392	Advances in Chemical Engineering and Science	"Scientific Research Publishing, Inc."
2326-5744	Advances in Chemical Science	"Science and Engineering Publishing, Co."
2165-3984	Advances in Civil Engineering Materials	ASTM International
2379-1357	Advances in Civil Engineering Materials	ASTM International
2324-9773	Advances in Classification Research Online	University of Washington Libraries
2161-8720,2161-8712	Advances in Clinical Medicine	Hans Publishers
1284-8535	Advances in Complex Systems	World Scientific 
2383-8477	Advances in Computational Design	Techno-Press
0975-9085,0975-3273	Advances in Computational Research	Bioinfo Publications
2169-2483,2169-2475	Advances in Computed Tomography	"Scientific Research Publishing, Inc."
0973-6999	Advances in Computer Science and Engineering	Pushpa Publishing House
2163-2944	Advances in Computing	Scientific and Academic Publishing
1574-0870	Advances in Organic Synthesis	Bentham Science
0735-8547	American Journal of Police	Emerald (MCB UP )
1477-903X	Aquatic Resources Culture and Development	CABI Publishing
1466-4100	British Journal of Clinical Governance	Emerald (MCB UP )
1479-0963	Central Europe	Maney Publishing
1574-0404	Computing Letters	Brill Academic Publishers
0214-7033	Comunicación Lenguaje y Educación	Informa UK (Taylor & Francis)
1138-395X	Comunicación y Cultura	Fundacion Infancia y Aprendizaje
1384-6639	Concepts and Transformation	John Benjamins Publishing Company
1566-5836	Consciousness & Emotion	John Benjamins Publishing Company
1568-0150	Current Medicinal Chemistry - Central Nervous System Agents	Bentham Science
0968-4891	Empowerment in Organizations	Emerald (MCB UP )
1479-070X	Equine and Comparative Exercise Physiology	Cambridge University Press
0953-3230	Executive Development	Emerald (MCB UP )
1574-0889	Frontiers in Drug Design & Discovery	Bentham Science
1567-2042	Frontiers in Medicinal Chemistry - Online	Bentham Science
1574-0897	Frontiers in Natural Product Chemistry	Bentham Science
1742-3430	Headache Care	Informa UK (Librapharm)
0019-7858	Industrial and Commercial Training	Emerald (MCB UP )
1465-4652	International Journal of Agile Management Systems	Emerald (MCB UP )
1530-8200	International Journal of Cosmetic Surgery and Aesthetic Dermatology	Mary Ann Liebert
1359-8538	International Journal of Quality Science	Emerald (MCB UP )
1466-6189	International Journal on Grey Literature	Emerald (MCB UP )
1468-3768	Journal of Congestive Heart Failure and Circulatory Support	Informa UK (Taylor & Francis)
1933-3196	Journal of EMDR Practice and Research	Springer Publishing Company
1546-1998	Journal of Low Power Electronics	American Scientific Publishers
1062-0656	Journal of Materials Processing and Manufacturing Science	SAGE Publications
0958-868X	Journal of Property Finance	Emerald (MCB UP )
0960-2712	Journal of Property Valuation and Investment	Emerald (MCB UP )
1466-2760	Library Consortium Management An International Journal	Emerald (MCB UP )
0929-7332	Linguistics in the Netherlands	John Benjamins Publishing Company
0957-6053	Logistics Information Management	Emerald (MCB UP )
0962-2519	Management Development Review	Emerald (MCB UP )
1099-6621	Markup Languages Theory and Practice	MIT Press
1475-4738	Noise Notes	CLOCKSS Archive
0957-4190	Papillomavirus Report	Maney Publishing
1463-4449	Participation and Empowerment An International Journal	Emerald (MCB UP )
0079-4325	Post-Medieval Archaeology	Maney Publishing
0968-4905	Pricing Strategy and Practice	Emerald (MCB UP )
0740-6959	Profession	Modern Language Association
0048-7457	Reuse/Recycle Newsletter	SAGE Publications
1102-6480	Scandinavian Journal of Nutrition	Informa UK (Taylor & Francis)
0260-2288	Sensor Review	Emerald (MCB UP )
1524-5942	Spa Business Monthly	Mary Ann Liebert
0968-4875	Training for Quality	Emerald (MCB UP )
1352-3074	World Class Design to Manufacture	Emerald (MCB UP )
0000-0205	Tropical Parasitology	Medknow Publications
0000-1112	Journal of Musculoskeletal Diseases in Ayurveda	Medknow Publications
0000-992X	Andrew Gilmartin Review	CrossRef test user
0001-1037	AEDS Journal	Informa UK (Taylor & Francis)
2192-8800,0001-2785	ATZ - Automobiltechnische Zeitschrift	Springer-Verlag
0001-8716	Advances in Molecular Relaxation Processes	Elsevier 
0001-9259	Aeronautical Quarterly	Cambridge University Press
1467-825X,0001-9844	Africa Research Bulletin Political Social and Cultural Series	Wiley (Blackwell Publishing)
0002-0214	African Studies Newsletter	Cambridge University Press
0002-0591,0002-0591	Afro-Ásia	Universidade Federal da Bahia
1883-6844,0002-1407	Nippon Nōgeikagaku Kaishi	"Japan Society for Bioscience, Biotechnology, and Agrochemistry"
0002-1474	The agricultural gazette of New South Wales	Smithsonian Institution Biodiversity Heritage Library
0002-1571	Agricultural Meteorology	Elsevier 
0002-1881	Агрохимия	Akademizdatcenter Nauka
0002-2667	Aircraft Engineering and Aerospace Technology	Emerald (MCB UP )
0002-3337	Физика земли	Akademizdatcenter Nauka
0002-337X	Неорганические материалы	Akademizdatcenter Nauka
0002-3388	Известия Российской академии наук Теория и системы управления	Akademizdatcenter Nauka
0002-3515	Известия Российской академии наук Физика атмосферы и океана	Akademizdatcenter Nauka
0002-399X	الدراسات الإسلامية	"Al Manhal FZ, LLC"
0002-5658	Állattani Közlemények	Allattani Kozlemenyek
2157-6114,0002-8207	Publication of the American Dialect Society	Duke University Press
0002-8606	Transactions American Geophysical Union	American Geophysical Union
1522-9505,0003-3146	Die Angewandte Makromolekulare Chemie	Wiley (John Wiley & Sons)
0003-3588	Bangladesh Journal of Animal Science	Bangladesh Journals Online
0003-391X	Annales de Bretagne	PERSEE Program
0003-4312	Annales des Sciences Forestières	EDP Sciences
0003-441X	Annales d’histoire économique et sociale	PERSEE Program
2398-676X,0003-4452	International Annals of Criminology	Cambridge University Press
0003-4843	Annals of Mathematical Logic	Elsevier 
1883-6283,0003-5130	The Annual of Animal Psychology	The Japanese Society for Animal Psychology
0003-7931	Arboricultural Association Journal	Informa UK (Taylor & Francis)
0003-8962	Archiv für das Eisenhüttenwesen	Wiley (John Wiley & Sons)
0003-9268	Archiv für Mathematische Logik und Grundlagenforschung	Springer-Verlag
0003-9349	Archiv für Pflanzenschutz	Informa UK (Taylor & Francis)
1971-8519,0004-0177	ARCHIVIO DI STUDI URBANI E REGIONALI	Franco Angeli
0004-0304	Archivio Penale	Pisa University Press
0004-0738,0004-0738	Archive of Mechanical Engineering	De Gruyter Open Sp. z o.o. 
0004-5500	Bulletin de l Association française pour l étude du quaternaire	PERSEE Program
0004-5527	Bulletin de l Association Guillaume Budé	PERSEE Program
0004-5810	The Journal-Newsletter of the Association of Teachers of Japanese	JSTOR
2186-5256,0004-7120	Journal of the Atomic Energy Society of Japan / Atomic Energy Society of Japan	Atomic Energy Society of Japan
0004-8909	Journal of the Australian College of Speech Therapists	Informa UK (Informa Healthcare)
0004-9395	Australian Journal of Agricultural Economics	Wiley (Blackwell Publishing)
0004-9565	Australian Journal of Social Work	Informa UK (Taylor & Francis)
0004-9999	Royal Australian Planning Institute Journal	Informa UK (Taylor & Francis)
1934-8371,0005-1055	Automatic Documentation and Mathematical Linguistics	Allerton Press
1848-3380,0005-1144	Automatika ‒ Journal for Control Measurement Electronics Computing and Communications	Informa UK (Taylor & Francis)
0005-2795	Biochimica et Biophysica Acta (BBA) - Protein Structure	Elsevier 
0005-7886	Behavior Science Notes	SAGE Publications
0005-8130	Beitrage zur Neotropischen Fauna	Informa UK (Taylor & Francis)
0005-9021,0372-8323	Berichte der Bunsengesellschaft für physikalische Chemie	Wiley (John Wiley & Sons)
1437-1006,0005-9900	Beton- und Stahlbetonbau	Wiley (John Wiley & Sons)
2194-3834,0006-2456	Bildung und Erziehung	Bohlau Verlag
2415-9662,0006-8144	Botanikai Közlemények	Botanikai Kozlemenyek
0007-1617	British Phycological Journal	Informa UK (Taylor & Francis)
1934-256X,0007-1641	British Polymer Journal	Wiley (John Wiley & Sons)
0007-4632,0007-4632	Bulletin Géodésique	Springer-Verlag
1469-3550,0007-490X	Bulletin of Hispanic Studies	Informa UK (Taylor & Francis)
0007-6929	Industrial Management	Emerald (MCB UP )
0007-8980	C R C Critical Reviews in Analytical Chemistry	Informa UK (Taylor & Francis)
0007-9820	Cahiers de la Puéricultrice	Elsevier 
0007-9960	Cahiers de Nutrition et de Diététique	Elsevier 
0008-3860	Canadian Institute of Food Technology Journal	Elsevier 
0008-4832	The Canadian Psychologist	American Psychological Association
0008-8692	Ceiba	Latin America Journals Online
1884-2127,0009-0255	Journal of the Ceramic Association Japan	Ceramic Society of Japan
0009-2681	Quarterly Reviews Chemical Society	The Royal Society of Chemistry
0009-2975	Chemischer Informationsdienst	Wiley (John Wiley & Sons)
1944-7051,0009-4609	Chinese Law & Government	Informa UK (Taylor & Francis)
1558-0407,0009-4633	Chinese Studies in History	Informa UK (Taylor & Francis)
0009-4919	CHŁODNICTWO	"Wydawnictwo SIGMA-NOT, sp. z.o.o."
0010-0900	Ruthenium–Arene Complexes	Georg Thieme Verlag KG
0010-1168	College Student Personnel Abstracts	Wiley (Blackwell Publishing)
1883-2199,0010-180X	Journal of the Japan Society of Colour Material	Japan Society of Colour Material
0010-4108	Comparative Group Studies	SAGE Publications
0010-4361	Composites	Elsevier 
1464-357X,0010-4531	The Computer Bulletin	Oxford University Press
1884-1155,0010-9355	Corrosion engineering digest	Japan Society of Corrosion Engineering
0011-085X	C R C Critical Reviews in Solid State Sciences	Informa UK (Taylor & Francis)
0011-2860	Cultural Hermeneutics	SAGE Publications
0011-684X	Data Processing	Elsevier 
0011-7471	Deep Sea Research and Oceanographic Abstracts	Elsevier 
1883-4558,0011-8389	DENKI-SEIKO	Electric Furnace Steel Forum
0011-9253	Design	Informa UK (Taylor & Francis)
0012-0065	Mitteilungen der Deutschen Entomologischen Gesellschaft	Wiley (John Wiley & Sons)
1777-5868,0012-4508	Documentaliste-Sciences de l Information	CAIRN
0012-4982	Doklady Botanical Sciences	Springer (Kluwer Academic Publishers)
0012-4990	Doklady Chemical Technology	Springer (Kluwer Academic Publishers)
0012-656X	Drug Information Bulletin	SAGE Publications
