@id,subjects
0023-3609,"[u'History', u'Visual Arts and Performing Arts']"
0023-4206,[]
0023-432X_0023-432X,"[u'Mechanical Engineering', u'Mechanics of Materials', u'Materials Chemistry', u'Metals and Alloys']"
0023-4362,[]
0023-4761,[u'Condensed Matter Physics']
0023-4834,[]
0023-5164,[]
0023-5830_0023-5830,[]
0023-5903,[]
0023-5938,[]
0023-6438,[u'Food Science']
0023-6942,"[u'History', u'Organizational Behavior and Human Resource Management', u'Industrial relations', u'Sociology and Political Science']"
0023-9852,[u'General Medicine']
0024-0966,"[u'Animal Science and Zoology', u'Ecology']"
0024-2535,[u'Library and Information Sciences']
0024-3205,"[u'General Biochemistry, Genetics and Molecular Biology', u'General Medicine', u'General Pharmacology, Toxicology and Pharmaceutics']"
0024-3590_0024-3590,"[u'Aquatic Science', u'Oceanography']"
0024-3795,"[u'Algebra and Number Theory', u'Discrete Mathematics and Combinatorics', u'Geometry and Topology', u'Numerical Analysis']"
0024-3841,"[u'Language and Linguistics', u'Linguistics and Language']"
0024-4708,[]
0024-4937,[u'Geochemistry and Petrology']
0024-497X,[]
0024-6301,"[u'Strategy and Management', u'Finance', u'Geography, Planning and Development']"
0024-9319,[]
0025-0260,[]
0025-1747,"[u'General Business, Management and Accounting', u'Management Science and Operations Research']"
0025-3227,"[u'Geochemistry and Petrology', u'Geology', u'Oceanography']"
0025-326X_0025-326X,"[u'Aquatic Science', u'Oceanography', u'Pollution']"
0025-3324,"[u'Oceanography', u'Ocean Engineering']"
0025-5408,"[u'Mechanical Engineering', u'Mechanics of Materials', u'General Materials Science', u'Condensed Matter Physics']"
0025-5564,"[u'General Agricultural and Biological Sciences', u'General Biochemistry, Genetics and Molecular Biology', u'General Immunology and Microbiology', u'Applied Mathematics', u'Modelling and Simulation', u'Statistics and Probability', u'General Medicine']"
0025-5645,[u'General Mathematics']
0025-5769_0025-5769,[]
0025-6552,[]
0025-7079,"[u'Public Health, Environmental and Occupational Health']"
0025-7125,[u'General Medicine']
0025-7729,[u'General Medicine']
0025-8628,[u'General Veterinary']
0025-9284,"[u'Psychiatry and Mental health', u'Phychiatric Mental Health', u'Clinical Psychology']"
0025-9454,[]
0026-0495,"[u'Endocrinology', u'Endocrinology, Diabetes and Metabolism']"
0026-0657,"[u'Aerospace Engineering', u'Automotive Engineering', u'Mechanical Engineering', u'Mechanics of Materials', u'General Materials Science']"
0026-1270,"[u'Health Informatics', u'Advanced and Specialised Nursing', u'Health Information Management']"
0026-2285,[u'General Mathematics']
0026-2692,[u'General Engineering']
0026-2714,"[u'Electrical and Electronic Engineering', u'Safety, Risk, Reliability and Quality', u'Electronic, Optical and Magnetic Materials', u'Surfaces, Coatings and Films', u'Condensed Matter Physics', u'Atomic and Molecular Physics, and Optics']"
0026-3656,[u'General Medicine']
0026-4385,[]
0026-4563,"[u'Geology', u'Geotechnical Engineering and Engineering Geology']"
0026-5187,[u'Geotechnical Engineering and Engineering Geology']
0026-704X,"[u'Animal Science and Zoology', u'Food Science']"
0026-8984,[u'General Medicine']
0027-0520_0027-0520,"[u'Management, Monitoring, Policy and Law', u'Geography, Planning and Development', u'Sociology and Political Science', u'Gender Studies']"
0027-2639,[]
0027-5107,"[u'Genetics', u'Molecular Biology', u'Health, Toxicology and Mutagenesis']"
0027-9501,"[u'General Economics, Econometrics and Finance']"
0027-9684,[u'General Medicine']
0028-0283,"[u'Accounting', u'Economics and Econometrics', u'Finance']"
0028-2200,[u'General Medicine']
0028-2421,"[u'Process Chemistry and Technology', u'Energy Engineering and Power Technology', u'Fuel Technology']"
0028-2448,"[u'Energy Engineering and Power Technology', u'Fuel Technology']"
0028-3320,[]
0028-3770,"[u'Clinical Neurology', u'Surgery']"
0028-3843,"[u'Clinical Neurology', u'Surgery']"
0028-3886,"[u'Clinical Neurology', u'Neurology']"
0028-3908,"[u'Cellular and Molecular Neuroscience', u'Pharmacology']"
0028-3932,"[u'Behavioral Neuroscience', u'Cognitive Neuroscience', u'Experimental and Cognitive Psychology']"
0029-2001,[u'General Medicine']
0029-2559_0029-2559,[u'General Medicine']
0029-344X_0029-344X,"[u'Ecology, Evolution, Behavior and Systematics']"
0029-3652,[u'Archaeology']
0029-4527,[u'Logic']
0029-5035,"[u'Ecology, Evolution, Behavior and Systematics', u'Plant Science']"
0029-5493,"[u'Nuclear Energy and Engineering', u'Mechanical Engineering', u'Safety, Risk, Reliability and Quality', u'Waste Management and Disposal', u'General Materials Science', u'Nuclear and High Energy Physics']"
0029-5566,"[u'General Medicine', u'Radiology Nuclear Medicine and imaging']"
0029-5922,"[u'Nuclear Energy and Engineering', u'Safety, Risk, Reliability and Quality', u'Waste Management and Disposal', u'Condensed Matter Physics', u'Instrumentation', u'Nuclear and High Energy Physics']"
0029-6422,[]
0029-6465,[u'General Nursing']
0029-6554,[u'General Nursing']
0029-6562,[u'General Nursing']
0029-666X,[u'Nutrition and Dietetics']
0029-7828,"[u'General Medicine', u'Obstetrics and Gynaecology']"
0029-7844,[u'Obstetrics and Gynaecology']
0029-8018,"[u'Ocean Engineering', u'Environmental Engineering']"
0029-8077,"[u'History and Philosophy of Science', u'Anthropology']"
0029-8514,[]
0029-9138_0029-9138,"[u'Earth-Surface Processes', u'Geography, Planning and Development']"
0030-1574,[]
0030-3348,[]
0030-3917_2171-8814,"[u'Engineering (miscellaneous)', u'Mechanical Engineering', u'Electronic, Optical and Magnetic Materials', u'Atomic and Molecular Physics, and Optics']"
0030-3992,"[u'Electrical and Electronic Engineering', u'Electronic, Optical and Magnetic Materials', u'Atomic and Molecular Physics, and Optics']"
0030-4018,"[u'Physical and Theoretical Chemistry', u'Electrical and Electronic Engineering', u'Electronic, Optical and Magnetic Materials', u'Atomic and Molecular Physics, and Optics']"
0030-4026,"[u'Electrical and Electronic Engineering', u'Electronic, Optical and Magnetic Materials', u'Atomic and Molecular Physics, and Optics']"
0030-4034,"[u'Atomic and Molecular Physics, and Optics']"
0030-4387,"[u'Safety, Risk, Reliability and Quality', u'Safety Research', u'Sociology and Political Science']"
0030-4727_0030-4727,[u'History']
0030-5898,[u'Orthopedics and Sports Medicine']
0030-6665,"[u'General Medicine', u'Otorhinolaryngology']"
0030-7580,[]
0030-8129,"[u'Language and Linguistics', u'Literature and Literary Theory', u'Linguistics and Language']"
0030-851X,"[u'Geography, Planning and Development', u'Sociology and Political Science']"
0030-8730_0030-8730,[u'General Mathematics']
0030-9923,[u'Animal Science and Zoology']
0031-0182,"[u'Ecology, Evolution, Behavior and Systematics', u'Earth-Surface Processes', u'Oceanography', u'Palaeontology']"
0031-031X,[u'Palaeontology']
0031-0603_0031-0603,[u'Insect Science']
0031-1049_0031-1049,[u'Animal Science and Zoology']
0031-2290_0031-2290,"[u'Law', u'Sociology and Political Science']"
0031-3203,"[u'Artificial Intelligence', u'Computer Vision and Pattern Recognition', u'Signal Processing', u'Software']"
0031-3939,"[u'Pediatrics, Perinatology, and Child Health']"
0031-3955,"[u'Pediatrics, Perinatology, and Child Health']"
0031-4056,"[u'Ecology, Evolution, Behavior and Systematics', u'Soil Science']"
0031-6016_0031-6016,[u'Music']
0031-7047,[u'General Medicine']
0031-8159,[u'Philosophy']
0031-8256,[u'Philosophy']
0031-8299,[u'Classics']
0031-8655_0031-8655,"[u'Biochemistry', u'Physical and Theoretical Chemistry', u'General Medicine']"
0031-8884,"[u'Aquatic Science', u'Plant Science']"
0031-8981,[]
0031-9201_0031-9201,"[u'Geophysics', u'Space and Planetary Science', u'Physics and Astronomy (miscellaneous)', u'Astronomy and Astrophysics']"
0031-921X,[]
0031-9384,"[u'Behavioral Neuroscience', u'Experimental and Cognitive Psychology']"
0031-9406,"[u'Physical Therapy, Sports Therapy and Rehabilitation']"
0031-9422,"[u'Horticulture', u'Plant Science', u'Biochemistry', u'Molecular Biology', u'General Medicine']"
0031-949X_0031-949X,"[u'Agronomy and Crop Science', u'Plant Science']"
0032-0633,"[u'Space and Planetary Science', u'Astronomy and Astrophysics']"
0032-0889_0032-0889,"[u'Plant Science', u'Genetics', u'Physiology']"
0032-1052,[u'Surgery']
0032-180X,[]
0032-2725_0032-2725,"[u'General Chemical Engineering', u'Materials Chemistry', u'Polymers and Plastics']"
0032-2806_0032-2806,[]
0032-2970_0032-2970,[]
0032-3195,[u'Sociology and Political Science']
0032-3233_0032-3233,"[u'Economics and Econometrics', u'Sociology and Political Science']"
0032-3470_0032-3470,[u'Sociology and Political Science']
0032-373X_0032-373X,"[u'General Medicine', u'Surgery']"
0032-3861,"[u'Organic Chemistry', u'Polymers and Plastics']"
0032-4000,[u'Cultural Studies']
0032-5155,[u'General Mathematics']
0032-5899,"[u'Mechanics of Materials', u'Ceramics and Composites', u'Materials Chemistry', u'Metals and Alloys', u'Condensed Matter Physics']"
0032-5910,[u'General Chemical Engineering']
0032-6216,[]
0032-745X,[u'General Medicine']
0032-7786,"[u'Plant Science', u'Ecology']"
0032-8162,[u'Instrumentation']
0033-0337_0033-0337,"[u'Information Systems', u'Library and Information Sciences']"
0033-0620,[u'Cardiology and Cardiovascular Medicine']
0033-1783,[]
0033-2089,[]
0033-2097,[u'Electrical and Electronic Engineering']
0033-2127,[]
0033-2194,[]
0033-2259,[u'General Engineering']
0033-2291,"[u'General Chemical Engineering', u'Media Technology', u'General Materials Science']"
0033-2496,"[u'General Chemical Engineering', u'General Chemistry']"
0033-250X,[]
0033-2526,[u'Dermatology']
0033-2828,"[u'Arts and Humanities (miscellaneous)', u'General Medicine', u'Psychiatry and Mental health', u'Clinical Psychology', u'Developmental and Educational Psychology', u'Arts and Humanities (miscellaneous)', u'General Medicine', u'Psychiatry and Mental health', u'Clinical Psychology', u'Developmental and Educational Psychology']"
0033-2836,[u'Clinical Psychology']
0033-2860,[]
0033-2984,[u'General Psychology']
0033-3182,"[u'Arts and Humanities (miscellaneous)', u'Psychiatry and Mental health', u'Applied Psychology']"
0033-3204_1939-1536,"[u'Psychiatry and Mental health', u'Clinical Psychology']"
0033-3506,"[u'General Medicine', u'Public Health, Environmental and Occupational Health']"
0033-3883,[u'General Mathematics']
0033-7250,[]
0033-8222_0033-8222,"[u'Archaeology', u'General Earth and Planetary Sciences']"
0033-8338,[u'Radiology Nuclear Medicine and imaging']
0033-8389,"[u'General Medicine', u'Radiology Nuclear Medicine and imaging']"
0033-8494,"[u'Computer Networks and Communications', u'Electrical and Electronic Engineering']"
0034-0561,"[u'Language and Linguistics', u'Pharmacology (medical)', u'Pharmacology', u'Linguistics and Language']"
0034-1932_0034-1932,[]
0034-3617,[u'Polymers and Plastics']
0034-4257,"[u'Soil Science', u'Computers in Earth Sciences', u'Geology']"
0034-4346,[u'Literature and Literary Theory']
0034-4877,"[u'Mathematical Physics', u'Statistical and Nonlinear Physics']"
0034-5288,[u'General Veterinary']
0034-5318,[u'General Mathematics']
0034-6233,"[u'Immunology', u'Immunology and Allergy', u'Rheumatology']"
0034-6659,"[u'Food Science', u'Nutrition and Dietetics']"
0034-6667,"[u'Ecology, Evolution, Behavior and Systematics', u'Palaeontology']"
0034-7094,[u'Anesthesiology and Pain Medicine']
0034-7140_0034-7140,"[u'General Economics, Econometrics and Finance']"
0034-7167_0034-7167,[u'General Medicine']
0034-7280_0034-7280,"[u'Ophthalmology', u'Surgery']"
0034-7329_0034-7329,"[u'History', u'Political Science and International Relations']"
0034-7450,[u'Psychiatry and Mental health']
0034-7590_0034-7590,"[u'Marketing', u'Strategy and Management', u'Industrial relations', u'Development', u'Education', u'Public Administration', u'Marketing', u'Strategy and Management', u'Industrial relations', u'Development', u'Education', u'Public Administration']"
0034-7612_0034-7612,[u'Public Administration']
0034-7701_0034-7701,[u'Anthropology']
0034-8007_2238-5177,[]
0034-8376,[u'General Medicine']
0034-9356,"[u'Anesthesiology and Pain Medicine', u'Critical Care and Intensive Care Medicine']"
0034-9887_0034-9887,[u'General Medicine']
0035-1598,[u'Palaeontology']
0035-2039,"[u'History', u'Archaeology', u'Classics', u'Visual Arts and Performing Arts', u'Archaeology', u'History', u'Archaeology', u'Classics', u'Visual Arts and Performing Arts', u'Archaeology']"
0035-3787,"[u'Clinical Neurology', u'Neurology']"
0035-5429_0035-5429,[]
0035-7596,[u'General Mathematics']
0035-7707,[]
0035-919X,"[u'General Agricultural and Biological Sciences', u'General Earth and Planetary Sciences', u'General Environmental Science', u'General Medicine']"
0035-9211,"[u'Geology', u'Ecology']"
0035-9475,"[u'Materials Chemistry', u'Polymers and Plastics']"
0035-9599,[]
0035-9629,[]
0035-9696,[]
0036-0112,[u'Sociology and Political Science']
0036-0473,[]
0036-3634_0036-3634,"[u'Public Health, Environmental and Occupational Health']"
0036-4665_0036-4665,"[u'General Medicine', u'Infectious Diseases']"
0036-8148,[]
0036-8237,[u'Sociology and Political Science']
0036-8504,[u'Multidisciplinary']
0036-8555,[]
0036-8733,[u'Multidisciplinary']
0036-8792,"[u'General Energy', u'Mechanical Engineering', u'Surfaces, Coatings and Films']"
0037-0738,"[u'Geology', u'Stratigraphy']"
0037-0746,"[u'Geology', u'Stratigraphy']"
0037-1963,[u'Hematology']
0037-198X,[u'Radiology Nuclear Medicine and imaging']
0037-2870,[]
0037-5675,[u'General Medicine']
0037-6779_0037-6779,"[u'Arts and Humanities (miscellaneous)', u'Cultural Studies']"
0037-7317_0037-7317,"[u'Social Sciences (miscellaneous)', u'Sociology and Political Science']"
0037-7686,"[u'Religious studies', u'Sociology and Political Science', u'Anthropology']"
0037-802X,[u'General Medicine']
0037-8682_0037-8682,"[u'Parasitology', u'Infectious Diseases', u'Microbiology (medical)']"
0037-9174,"[u'Anthropology', u'Cultural Studies']"
0038-0121,"[u'Strategy and Management', u'Management Science and Operations Research', u'Statistics, Probability and Uncertainty', u'Economics and Econometrics', u'Geography, Planning and Development', u'Strategy and Management', u'Management Science and Operations Research', u'Statistics, Probability and Uncertainty', u'Economics and Econometrics', u'Geography, Planning and Development']"
0038-0229,[u'General Medicine']
0038-0288,[u'Sociology and Political Science']
0038-0385,[u'Sociology and Political Science']
0038-0717,"[u'Soil Science', u'Microbiology']"
0038-075X,[u'Soil Science']
0038-0814,"[u'General Medicine', u'General Nursing']"
0038-092X,"[u'Renewable Energy, Sustainability and the Environment', u'General Materials Science']"
0038-1098,"[u'General Chemistry', u'Materials Chemistry', u'Condensed Matter Physics']"
0038-1101,"[u'Electrical and Electronic Engineering', u'Electronic, Optical and Magnetic Materials', u'Materials Chemistry', u'Condensed Matter Physics']"
0038-3929_0038-3929,[u'General Medicine']
0038-4038,[u'Economics and Econometrics']
0038-6073,[u'Sociology and Political Science']
0039-0690,[u'General Medicine']
0039-128X,"[u'Biochemistry', u'Clinical Biochemistry', u'Endocrinology', u'Molecular Biology', u'Organic Chemistry', u'Pharmacology', u'Biochemistry', u'Clinical Biochemistry', u'Endocrinology', u'Molecular Biology', u'Organic Chemistry', u'Pharmacology']"
0039-1735,[u'General Medicine']
0039-2480_0039-2480,"[u'Mechanical Engineering', u'Mechanics of Materials']"
0039-3274,[u'Philosophy']
0039-3320_0039-3320,[u'General Psychology']
0039-3681,"[u'General Medicine', u'History', u'History and Philosophy of Science', u'General Physics and Astronomy']"
0039-4238_0039-4238,[u'Literature and Literary Theory']
0039-4521,[u'General Medicine']
0039-6028_0039-6028,"[u'Materials Chemistry', u'Surfaces, Coatings and Films', u'Condensed Matter Physics', u'Surfaces and Interfaces']"
